PAU8,YAL068C
CEP1,YJR060W
AMIDASE,YJR062C
DEA1,YJR062C
DNA-DIRECTED RNA POLYMERASE I CORE SUBUNIT RPA12,YJR063W
A12.2,YJR063W
RRN4,YJR063W
CHAPERONIN-CONTAINING T-COMPLEX SUBUNIT CCT5,YJR064W
TCP5,YJR064W
ACTIN-RELATED PROTEIN 3,YJR065C
ACT4,YJR065C
PHOSPHATIDYLINOSITOL KINASE-RELATED PROTEIN KINASE TOR1,YJR066W
DRR1,YJR066W
REPLICATION FACTOR C SUBUNIT 2,YJR068W
NUCLEOSIDE TRIPHOSPHATE PYROPHOSPHOHYDROLASE HAM1,YJR069C
MMD1,YJR070C
GTPASE NPA3,YJR072C
GPN1,YJR072C
EPA1,YJR072C
BIFUNCTIONAL PHOSPHATIDYL-N-METHYLETHANOLAMINE N-METHYLTRANSFERASE/PHOSPHATIDYL-N-DIMETHYLETHANOLAMINE N-METHYLTRANSFERASE,YJR073C
PEM2,YJR073C
RAN GTPASE-BINDING PROTEIN MOG1,YJR074W
SEPTIN CDC11,YJR076C
PSL9,YJR076C
PTP,YJR077C
DIOXYGENASE BNA2,YJR078W
FMP26,YJR080C
CSN12,YJR084W
SCF UBIQUITIN LIGASE COMPLEX SUBUNIT GRR1,YJR090C
SSU2,YJR090C
COT2,YJR090C
CAT80,YJR090C
PUF1,YJR091C
CLEAVAGE POLYADENYLATION FACTOR SUBUNIT FIP1,YJR093C
TRANSCRIPTION FACTOR IME1,YJR094C
SUT643,IRT1
EL43,"YJR094W-A,YPR043W"
RIBOSOMAL 60S SUBUNIT PROTEIN L43B,YJR094W-A
L43E,"YJR094W-A,YPR043W"
L43B,YJR094W-A
ACR1,"YJR095W,YNL167C,YPR199C"
ALDO-KETO REDUCTASE SUPERFAMILY PROTEIN,"YDL124W,YJR096W,YPL088W"
DPH4,YJR097W
UBIQUITIN-SPECIFIC PROTEASE YUH1,YJR099W
SLM35,YJR100C
MITOCHONDRIAL 37S RIBOSOMAL PROTEIN RSM26,YJR101W
ESCRT-II SUBUNIT PROTEIN VPS25,YJR102C
VPL12,YJR102C
VPT25,YJR102C
CTP SYNTHASE URA8,YJR103W
SUPEROXIDE DISMUTASE SOD1,YJR104C
CRS4,YJR104C
ADENOSINE KINASE,YJR105W
PUTATIVE LIPASE,"YBR067C,YDL109C,YJR107W"
CARBAMOYL-PHOSPHATE SYNTHASE (GLUTAMINE-HYDROLYZING) CPA2,YJR109C
PHOSPHATIDYLINOSITOL-3-PHOSPHATASE YMR1,YJR110W
MIND COMPLEX SUBUNIT NNF1,YJR112W
SRF2,YJR114W
MITOCHONDRIAL 37S RIBOSOMAL PROTEIN RSM7,YJR113C
ZINC METALLOPROTEASE,YJR117W
PIO2,YJR117W
AFC1,YJR117W
HISTONE DEMETHYLASE,YJR119C
KDM5,YJR119C
F1F0 ATP SYNTHASE SUBUNIT BETA,YJR121W
CAF17,YJR122W
US7,YJR123W
RIBOSOMAL 40S SUBUNIT PROTEIN S5,YJR123W
S7,YJR123W
RP14,YJR123W
YS8,YJR123W
S5,"YGL123W,YJR123W"
S2,"YGL123W,YGR214W,YJR123W,YLR048W"
PUTATIVE ZINC METALLOPROTEASE,"YJR126C,YOR256C"
ZMS1,YJR127C
PROTEIN-LYSINE N-METHYLTRANSFERASE,"YBR030W,YDR198C,YGR001C,YHL039W,YJR129C,YPL208W"
CYSTATHIONINE GAMMA-SYNTHASE,"YJR130C,YLL058W"
"MANNOSYL-OLIGOSACCHARIDE 1,2-ALPHA-MANNOSIDASE",YJR131W
KAP119,YJR132W
XANTHINE PHOSPHORIBOSYLTRANSFERASE,YJR133W
PROTEIN TRANSPORTER TIM8,YJR135W-A
SULFITE REDUCTASE (NADPH) SUBUNIT BETA,YJR137C
ECM17,YJR137C
SEA1,YJR138W
HOMOSERINE DEHYDROGENASE,YJR139C
THR6,YJR139C
HPC1,YJR140C
PUTATIVE POLYADENYLATION PROTEIN,YJR141W
DOLICHYL-PHOSPHATE-MANNOSE-PROTEIN MANNOSYLTRANSFERASE,YJR143C
MGM9,YJR144W
ES4,"YHR203C,YJR145C"
RIBOSOMAL 40S SUBUNIT PROTEIN S4A,YJR145C
S4E,"YHR203C,YJR145C"
RP5,"YHR203C,YJR145C"
YS6,"YHR203C,YJR145C"
S7A,"YJR145C,YOR096W"
S4A,YJR145C
BRANCHED-CHAIN-AMINO-ACID TRANSAMINASE BAT2,YJR148W
ECA40,YJR148W
TWT2,YJR148W
PUTATIVE NITRONATE MONOOXYGENASE,YJR149W
CCW13,YJR150C
ALLANTOATE PERMEASE,YJR152W
UREP1,YJR152W
PSM1,YJR153W
PGL1,YJR153W
PUTATIVE ARYL-ALCOHOL DEHYDROGENASE,"YCR107W,YDL243C,YJR155W,YNL331C,YOL165C"
4-AMINO-5-HYDROXYMETHYL-2-METHYLPYRIMIDINE PHOSPHATE SYNTHASE,"YDL244W,YFL058W,YJR156C,YNL332W"
HLT3,YJR158W
HEXOSE TRANSPORTER HXT16,YJR158W
L-IDITOL 2-DEHYDROGENASE SOR1,YJR159W
ALPHA-GLUCOSIDE PERMEASE,"YDL247W,YGR289C,YJR160C"
SERIPAUPERIN PAU16,YKL224C
FERRIC/CUPRIC-CHELATE REDUCTASE,"YKL220C,YLR214W"
THREO-3-HYDROXY-L-ASPARTATE AMMONIA-LYASE SRY1,YKL218C
DIHYDROOROTATE DEHYDROGENASE,YKL216W
5-OXOPROLINASE,YKL215C
ZZZ4,YKL213C
UFD3,YKL213C
PHOSPHATIDYLINOSITOL-3-PHOSPHATASE SAC1,YKL212W
RSD1,YKL212W
BIFUNCTIONAL ANTHRANILATE SYNTHASE/INDOLE-3-GLYCEROL-PHOSPHATE SYNTHASE,YKL211C
E1 UBIQUITIN-ACTIVATING PROTEIN UBA1,YKL210W
ATP-BINDING CASSETTE A-FACTOR TRANSPORTER STE6,YKL209C
SOC1,YKL208W
AIM27,YKL207W
LRC3,YKL207W
POC2,YKL206C
PBA2,YKL206C
RAN GTPASE-BINDING PROTEIN LOS1,YKL205W
PHOSPHATIDYLINOSITOL KINASE-RELATED PROTEIN KINASE TOR2,YKL203C
DRR2,YKL203C
YKL200C,YKL201C
PUTATIVE SERINE/THREONINE PROTEIN KINASE PTK1,YKL198C
YKT9,YKL198C
YKL199C,YKL198C
STK1,YKL198C
KKT8,YKL198C
AAA FAMILY ATPASE PEROXIN 1,YKL197C
PAS1,YKL197C
PALMITOYLTRANSFERASE YKT6,YKL196C
TIM40,YKL195W
FMP15,YKL195W
THREONINE--TRNA LIGASE MST1,YKL194C
TYPE 1 PROTEIN PHOSPHATASE-ACTIVATING PROTEIN SDS22,YKL193C
EGP1,YKL193C
ACYL CARRIER PROTEIN,YKL192C
CALCINEURIN REGULATORY SUBUNIT B,YKL190W
YCN2,YKL190W
CRV1,YKL190W
ATP-BINDING CASSETTE LONG-CHAIN FATTY ACID TRANSPORTER PXA2,YKL188C
DNA-BINDING TRANSCRIPTION REPRESSOR ASH1,YKL185W
ORNITHINE DECARBOXYLASE SPE1,YKL184W
SPE10,YKL184W
ORD1,"YKL032C,YKL184W"
TETRAFUNCTIONAL FATTY ACID SYNTHASE SUBUNIT FAS1,YKL182W
RIBOSE PHOSPHATE DIPHOSPHOKINASE SUBUNIT PRS1,YKL181W
PRP1,YKL181W
RIBOSOMAL 60S SUBUNIT PROTEIN L17A,YKL180W
L20A,"YKL180W,YMR242C"
L17A,"YKL180W,YML073C"
RPL17,YKL180W
DAF2,YKL178C
ZN(2+) TRANSPORTER ZRT3,YKL175W
U5 SNRNP GTPASE SNU114,YKL173W
GIN10,YKL173W
PROTEIN KINASE NNK1,YKL171W
MITOCHONDRIAL 54S RIBOSOMAL PROTEIN YML38/YML34,YKL170W
YML38,YKL170W
YML34,YKL170W
MRPL34,YKL170W
PUTATIVE SERINE/THREONINE PROTEIN KINASE KKQ8,YKL168C
MITOCHONDRIAL 54S RIBOSOMAL PROTEIN MRP49,YKL167C
CAMP-DEPENDENT PROTEIN KINASE CATALYTIC SUBUNIT TPK3,YKL166C
MANNOSE-ETHANOLAMINE PHOSPHOTRANSFERASE MCD4,YKL165C
FSR2,YKL165C
SSU21,YKL165C
ZRG16,YKL165C
CCW6,YKL164C
CCW8,YKL163W
PUTATIVE PROTEIN KINASE KDX1,YKL161C
METALLO-AMINOPEPTIDASE,YKL157W
YKL158W,YKL157W
LAP1,YKL157W
ES27,"YHR021C,YKL156W"
RIBOSOMAL 40S SUBUNIT PROTEIN S27A,YKL156W
S27E,"YHR021C,YKL156W"
RP61,"YHR021C,YKL156W"
YS20,"YHR021C,YKL156W"
S27A,"YDR064W,YKL156W"
MITOCHONDRIAL 37S RIBOSOMAL PROTEIN RSM22,YKL155C
SIGNAL RECOGNITION PARTICLE RECEPTOR SUBUNIT BETA,YKL154W
PHOSPHOGLYCERATE MUTASE GPM1,YKL152C
NADHX DEHYDRATASE,YKL151C
CYTOCHROME-B5 REDUCTASE,"YKL150W,YML087C,YML125C"
RNA LARIAT DEBRANCHING ENZYME,YKL149C
PRP26,YKL149C
SUCCINATE DEHYDROGENASE FLAVOPROTEIN SUBUNIT SDH1,YKL148C
SDHA,YKL148C
PROTEASOME REGULATORY PARTICLE BASE SUBUNIT RPT1,YKL145W
YTA3,YKL145W
CIM5,YKL145W
DNA-DIRECTED RNA POLYMERASE III SUBUNIT RPC25,YKL144C
C25,YKL144C
YKL1,YKL144C
YKL2,YKL143W
YKL3,YKL142W
SUCCINATE DEHYDROGENASE CYTOCHROME B SUBUNIT SDH3,YKL141W
YKL4,YKL141W
CYB3,YKL141W
YKL5,YKL140W
CYCLIN-DEPENDENT SERINE/THREONINE PROTEIN KINASE CTK1,YKL139W
MITOCHONDRIAL 54S RIBOSOMAL PROTEIN YML31,YKL138C
YML31,YKL138C
METALLOENDOPEPTIDASE,"YCL057W,YKL134C,YKR087C,YLR389C"
PUTATIVE TETRAHYDROFOLATE SYNTHASE,YKL132C
MYOSIN 3,YKL129C
PUTATIVE PHOSPHOMUTASE,YKL128C
PHOSPHOGLUCOMUTASE PGM1,YKL127W
SERINE/THREONINE PROTEIN KINASE YPK1,YKL126W
SLI2,YKL126W
RDNA-BINDING RNA POLYMERASE I TRANSCRIPTIONAL FACTOR,YKL125W
MLF4,YKL124W
SIGNAL RECOGNITION PARTICLE SUBUNIT SRP21,YKL122C
VMA12,YKL119C
CLS10,YKL119C
HSP90 COCHAPERONE SBA1,YKL117W
CST18,YKL117W
SERINE/THREONINE PROTEIN KINASE PRR1,YKL116C
DNA-(APURINIC OR APYRIMIDINIC SITE) LYASE APN1,YKL114C
MULTIFUNCTIONAL NUCLEASE RAD27,YKL113C
FEN1,"YCR034W,YKL113C"
RTH1,YKL113C
ERC11,YKL113C
GFI,YKL112W
SBF-B,YKL112W
DNA-BINDING PROTEIN ABF1,YKL112W
SBF1,YKL112W
REB2,YKL112W
OBF1,YKL112W
BAF1,YKL112W
TOT4,YKL110C
TRANSCRIPTION FACTOR HAP4,YKL109W
DRC1,YKL108W
PUTATIVE SHORT-CHAIN DEHYDROGENASE/REDUCTASE,YKL107W
ASPARTATE TRANSAMINASE AAT1,YKL106W
GLUTAMINE--FRUCTOSE-6-PHOSPHATE TRANSAMINASE (ISOMERIZING) GFA1,YKL104C
METALLOAMINOPEPTIDASE APE1,YKL103C
LAP4,YKL103C
API,YKL103C
YSC1,YKL103C
PROTEIN KINASE HSL1,YKL101W
ELM2,YKL101W
NIK1,YKL101W
ASPARTIC ENDOPEPTIDASE,YKL100C
RRNA-PROCESSING PROTEIN UTP11,YKL099C
YKL097W-A,YKL096W-A
LPR1,YKL096W-A
YJU1,YKL096W
MRNA SPLICING PROTEIN YJU2,YKL095W
CWC16,YKL095W
ACYLGLYCEROL LIPASE,YKL094W
ERC25,YKL092C
CLA2,YKL092C
PHOSPHATIDYLINOSITOL/PHOSPHATIDYLCHOLINE-BINDING PROTEIN,YKL091C
PHOSPHOPANTOTHENOYLCYSTEINE DECARBOXYLASE COMPLEX SUBUNIT CAB3,YKL088W
CYTOCHROME C1 HEME LYASE CYT2,YKL087C
CC1HL,YKL087C
SULFIREDOXIN,YKL086W
MALATE DEHYDROGENASE MDH1,YKL085W
RIBOSOME BIOSYNTHESIS PROTEIN RRP14,YKL082C
TRANSLATION ELONGATION FACTOR EF1B GAMMA,"YKL081W,YPL048W"
EFC1,YKL081W
H(+)-TRANSPORTING V1 SECTOR ATPASE SUBUNIT C,YKL080W
VAT3,YKL080W
CSL5,"YGR140W,YKL080W"
RNA HELICASE,YKL078W
HSP70 FAMILY CHAPERONE LHS1,YKL073W
SSI1,YKL073W
CER1,YKL073W
L-METHIONINE (R)-S-OXIDE REDUCTASE,YKL069W
FRMSR,YKL069W
YKG9,YKL069W
FG-NUCLEOPORIN NUP100,YKL068W
[NUP100+],YKL068W
NSP100,YKL068W
NUCLEOSIDE DIPHOSPHATE KINASE,YKL067W
NDK1,YKL067W
PUTATIVE MG(2+) TRANSPORTER MNR2,YKL064W
STRESS-RESPONSIVE TRANSCRIPTIONAL ACTIVATOR MSN4,YKL062W
FRUCTOSE-BISPHOSPHATE ALDOLASE FBA1,YKL060C
LOT1,YKL060C
CLEAVAGE POLYADENYLATION FACTOR SUBUNIT MPE1,YKL059C
TRANSCRIPTION INITIATION FACTOR IIA SUBUNIT GAMMA,YKL058W
RAT2,YKL057C
MMI1,YKL056C
RBF18,YKL056C
3-OXOACYL-[ACYL-CARRIER-PROTEIN] REDUCTASE (NADPH),YKL055C
DNA DAMAGE-RESPONSIVE RNA POLYMERASE-DEGRADATION FACTOR DEF1,YKL054C
VID31,YKL054C
CENTROMERIC DNA-BINDING HISTONE H3-LIKE PROTEIN CSE4,YKL049C
CSL2,YKL049C
SERINE/THREONINE PROTEIN KINASE ELM1,YKL048C
LDB9,YKL048C
"PUTATIVE MANNAN ENDO-1,6-ALPHA-MANNOSIDASE","YKL046C,YMR238W"
DNA PRIMASE SUBUNIT PRI2,YKL045W
ESCRT-III SUBUNIT PROTEIN VPS24,YKL041W
VPL26,YKL041W
DID3,YKL041W
NUB1,YKL040C
UTP GLUCOSE-1-PHOSPHATE URIDYLYLTRANSFERASE,YKL035W
UBIQUITIN-PROTEIN LIGASE TUL1,YKL034W
FMP47,YKL033W
DNA-BINDING TRANSCRIPTION REPRESSOR IXR1,YKL032C
MALATE DEHYDROGENASE (OXALOACETATE-DECARBOXYLATING),YKL029C
TRANSCRIPTION FACTOR TFIIE SUBUNIT TFA1,YKL028W
TRNA THREONYLCARBAMOYLADENOSINE DEHYDRATASE,"YHR003C,YKL027W"
GLUTATHIONE PEROXIDASE GPX1,YKL026C
ECM35,YKL025C
BIFUNCTIONAL URIDYLATE/ADENYLATE KINASE,YKL024C
SOC8,YKL024C
ANAPHASE PROMOTING COMPLEX SUBUNIT CDC16,YKL022C
BIFUNCTIONAL PROTEIN FARNESYLTRANSFERASE/PROTEIN GERANYLGERANYLTRANSFERASE,YKL019W
WD-REPEAT CONTAINING PROTEIN SWD2,YKL018W
SAF37,YKL018W
CPS35,YKL018W
ATP-DEPENDENT 5'-3' DNA HELICASE HCS1,YKL017C
DIP1,YKL017C
F1F0 ATP SYNTHASE SUBUNIT D,YKL016C
NPA1,YKL014C
CRUCIFORM CUTTING ENDONUCLEASE,YKL011C
PUTATIVE UBIQUITIN-PROTEIN LIGASE UFD4,YKL010C
SPHINGOSINE N-ACYLTRANSFERASE LAC1,YKL008C
DGT1,"YDR277C,YKL008C"
EL14,"YHL001W,YKL006W"
RIBOSOMAL 60S SUBUNIT PROTEIN L14A,YKL006W
L14E,"YHL001W,YKL006W"
L14A,YKL006W
INOSITOL PHOSPHORYLCERAMIDE SYNTHASE,YKL004W
MITOCHONDRIAL 37S RIBOSOMAL PROTEIN YMS16,YKL003C
ESCRT-III SUBUNIT PROTEIN DID4,YKL002W
VPS14,YKL002W
CHM2,YKL002W
VPS2,YKL002W
VPT14,YKL002W
VPL2,YKL002W
REN1,YKL002W
GRD7,YKL002W
ADENYLYL-SULFATE KINASE,YKL001C
DYNAMIN-LIKE GTPASE VPS1,YKR001C
VPT26,YKR001C
VPL1,YKR001C
SPO15,YKR001C
GRD1,YKR001C
POLYNUCLEOTIDE ADENYLYLTRANSFERASE PAP1,YKR002W
OXYSTEROL-BINDING PROTEIN OSH6,YKR003W
YKR004C-A,YKR004C
MITOCHONDRIAL 54S RIBOSOMAL PROTEIN YML13,YKR006C
YML13,YKR006C
YK105,YKR006C
GSE2,YKR007W
EGO1,YKR007W
BIFUNCTIONAL HYDROXYACYL-COA DEHYDROGENASE/ENOYL-COA HYDRATASE FOX2,YKR009C
POX2,YKR009C
TOS5,YKR011C
YFW12,YKR013W
RAB FAMILY GTPASE YPT52,YKR014C
FCJ1,YKR016W
AIM28,YKR016W
FMP13,YKR016W
E3 UBIQUITIN-PROTEIN LIGASE HEL1,YKR017C
VPS67,YKR020W
API3,YKR020W
WHI6,YKR020W
ART6,YKR021W
PUTATIVE ATP-DEPENDENT RNA HELICASE,"YBR142W,YKR024C,YLL008W"
DNA-DIRECTED RNA POLYMERASE III SUBUNIT C37,YKR025W
C37,YKR025W
TRANSLATION INITIATION FACTOR EIF2B SUBUNIT ALPHA,YKR026C
AAS2,YKR026C
FMP50,YKR027W
HISTONE-BINDING PROTEIN SET3,YKR029C
MSG1,YKR030W
PHOSPHOLIPASE D,YKR031C
PLD1,YKR031C
UGA43,YKR034W
VPL30,YKR035W-A
VPS46,YKR035W-A
CHM1,YKR035W-A
FTI1,YKR035W-A
TRNA N6-ADENOSINE THREONYLCARBAMOYLTRANSFERASE,YKR038C
AMINO ACID PERMEASE GAP1,YKR039W
SUN FAMILY PROTEIN UTH1,YKR042W
SEDOHEPTULOSE-BISPHOSPHATASE,YKR043C
HISTONE CHAPERONE NAP1,YKR048C
PUTATIVE REDOX PROTEIN,YKR049C
RPD2,YKR050W
SPHINGANINE KINASE YSR3,YKR053C
LBP2,YKR053C
DYNEIN HEAVY CHAIN,YKR054C
PAC6,YKR054C
DHC1,YKR054C
RHO FAMILY GTPASE RHO4,YKR055W
RNC1,YKR056W
NUC2,YKR056W
RIBOSOMAL 40S SUBUNIT PROTEIN S21A,YKR057W
S26A,"YGL189C,YKR057W"
S21A,YKR057W
RPS25,YKR057W
GLYCOGENIN GLUCOSYLTRANSFERASE GLG1,YKR058W
MANNOSYLTRANSFERASE KTR2,YKR061W
TRANSCRIPTION FACTOR TFIIE SUBUNIT TFA2,YKR062W
RRNA-PROCESSING PROTEIN LAS1,YKR063C
FMP18,YKR065C
CYTOCHROME-C PEROXIDASE,YKR066C
BIFUNCTIONAL GLYCEROL-3-PHOSPHATE/GLYCERONE-PHOSPHATE O-ACYLTRANSFERASE GPT2,YKR067W
TRAPP COMPLEX CORE SUBUNIT BET3,YKR068C
UROPORPHYRINOGEN-III C-METHYLTRANSFERASE,YKR069W
MET20,YKR069W
ELECTRON CARRIER DRE2,YKR071C
PHOSPHOPANTOTHENOYLCYSTEINE DECARBOXYLASE COMPLEX SUBUNIT SIS2,YKR072C
HAL3,YKR072C
S-GLUTATHIONYL-(CHLORO)HYDROQUINONE REDUCTASE,YKR076W
GTO2,YKR076W
TRNASE Z,YKR079C
METHYLENETETRAHYDROFOLATE DEHYDROGENASE (NAD(+)),YKR080W
RRNA-BINDING RIBOSOME BIOSYNTHESIS PROTEIN RPF2,YKR081C
RAT3,YKR082W
HSK1,YKR083C
RIBOSOME DISSOCIATION FACTOR GTPASE HBS1,YKR084C
MITOCHONDRIAL 54S RIBOSOMAL PROTEIN YML20,YKR085C
YML20,YKR085C
DEAH-BOX RNA HELICASE PRP16,YKR086W
PRP23,YKR086W
RNA16,YKR086W
STC1,YKR089C
DNA-BINDING PROTEIN SRL3,YKR091W
WHI7,YKR091W
EL40,"YIL148W,YKR094C"
UBIQUITIN-RIBOSOMAL 60S SUBUNIT PROTEIN L40B FUSION PROTEIN,YKR094C
L40E,"YIL148W,YKR094C"
L40B,YKR094C
UB12,YKR094C
CEP52B,YKR094C
UBI2,YKR094C
MPL1,YKR095W
CHROMATIN DNA-BINDING EKC/KEOPS COMPLEX SUBUNIT PCC1,YKR095W-A
PHOSPHOENOLPYRUVATE CARBOXYKINASE PCK1,YKR097W
PPC1,YKR097W
JPM2,YKR097W
UBIQUITIN-SPECIFIC PROTEASE UBP11,YKR098C
YKR099C-A,YKR100C
PUTATIVE MULTIDRUG TRANSPORTER NFT1,YKR103W
BASIC AMINO ACID TRANSPORTER,"YCL069W,YKR105C"
GLUTATHIONE EXCHANGER,"YCL073C,YKR106W"
GIN11,YLL065W
SERIPAUPERIN PAU18,YLL064C
S-ADENOSYLMETHIONINE-HOMOCYSTEINE S-METHYLTRANSFERASE MHT1,YLL062C
S-METHYLMETHIONINE PERMEASE MMP1,YLL061W
GLUTATHIONE TRANSFERASE GTT2,YLL060C
SULFONATE DIOXYGENASE,YLL057C
PUTATIVE FERRIC-CHELATE REDUCTASE,"YLL051C,YLR047C,YOL152W,YOR384W"
COFILIN,YLL050C
BILE ACID-TRANSPORTING ATPASE YBT1,YLL048C
EL8,"YHL033C,YLL045C"
RIBOSOMAL 60S SUBUNIT PROTEIN L8B,YLL045C
L8E,"YHL033C,YLL045C"
RP6,"YHL033C,YLL045C"
YL5,"YHL033C,YLL045C"
L8B,"YLL045C,YNL067W"
L4B,"YDR012W,YLL045C"
SCL41,YLL045C
KRB1,YLL045C
E2-LIKE CONJUGATING ENZYME,YLL042C
APG10,YLL042C
SUCCINATE DEHYDROGENASE IRON-SULFUR PROTEIN SUBUNIT SDH2,YLL041C
SDHB,YLL041C
ACN17,YLL041C
MEMBRANE MORPHOGENESIS PROTEIN VPS13,YLL040C
VPT2,YLL040C
SOI1,YLL040C
UBIQUITIN,YLL039C
UB14,YLL039C
SCD2,YLL039C
E3 UBIQUITIN-PROTEIN LIGASE PRP19,YLL036C
PSO4,YLL036C
POLYNUCLEOTIDE 5'-HYDROXYL-KINASE,YLL035W
PUTATIVE AAA FAMILY ATPASE RIX7,YLL034C
RRG4,YLL033W
GON2,YLL033W
MANNOSE-ETHANOLAMINE PHOSPHOTRANSFERASE GPI13,YLL031C
RUP2,YLL029W
FE-BINDING FE/S CLUSTER ASSEMBLY PROTEIN ISA1,YLL027W
CHAPERONE ATPASE HSP104,YLL026W
SERIPAUPERIN PAU17,YLL025W
HSP70 FAMILY CHAPERONE SSA2,YLL024C
YG102,YLL024C
NUCLEOPORIN POM33,YLL023C
PPF1,YLL021W
PEA1,YLL021W
FUS6,YLL021W
SERINE/THREONINE PROTEIN KINASE KNS1,YLL019C
L124,YLL019C
ASPARTATE--TRNA LIGASE DPS1,YLL018C
ASPRS,YLL018C
RAS FAMILY GUANINE NUCLEOTIDE EXCHANGE FACTOR SDC25,"YLL016W,YLL017W"
ATP-BINDING CASSETTE BILIRUBIN TRANSPORTER BPT1,YLL015W
MRNA-BINDING PROTEIN PUF3,YLL013C
STEROL ESTERASE,"YLL012W,YLR020C"
RRNA-PROCESSING PROTEIN SOF1,YLL011W
PHOSPHATASE,YLL010C
COPPER METALLOCHAPERONE COX17,YLL009C
ERMES COMPLEX SUBUNIT MMM1,YLL006W
YME6,YLL006W
ORIGIN RECOGNITION COMPLEX SUBUNIT 3,YLL004W
H3 HISTONE ACETYLTRANSFERASE RTT109,YLL002W
KAT11,YLL002W
REM50,YLL002W
KIM2,YLL002W
DYNAMIN-RELATED GTPASE DNM1,YLL001W
TFIIH/NER COMPLEX SUBUNIT SSL1,YLR005W
MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE SSK1,YLR006C
SMC5-SMC6 COMPLEX SUBUNIT NSE1,YLR007W
TIM14,YLR008C
ATPASE-ACTIVATING RIBOSOME BIOSYNTHESIS PROTEIN,YLR009W
FLAVIN-DEPENDENT QUINONE REDUCTASE,YLR011W
CPS60,YLR015W
S-METHYL-5-THIOADENOSINE PHOSPHORYLASE,YLR017W
PUTATIVE PHOSPHATASE,YLR019W
DMP2,YLR021W
PBA3,YLR021W
POC3,YLR021W
GUANINE NUCLEOTIDE EXCHANGE FACTOR SDO1,YLR022C
PUTATIVE UBIQUITIN-PROTEIN LIGASE UBR2,YLR024C
ESCRT-III SUBUNIT PROTEIN SNF7,YLR025W
VPL5,YLR025W
RNS4,YLR025W
VPS32,YLR025W
DID1,YLR025W
T-SNARE SYNTAXIN,YLR026C
ASPARTATE TRANSAMINASE AAT2,YLR027C
ASP5,YLR027C
BIFUNCTIONAL PHOSPHORIBOSYLAMINOIMIDAZOLECARBOXAMIDE FORMYLTRANSFERASE/IMP CYCLOHYDROLASE ADE16,YLR028C
EL15,"YLR029C,YMR121C"
RIBOSOMAL 60S SUBUNIT PROTEIN L15A,YLR029C
L15E,"YLR029C,YMR121C"
RP15R,"YLR029C,YMR121C"
YL10,"YLR029C,YMR121C"
L15A,"YEL054C,YLR029C"
L13A,"YDL082W,YLR029C"
RPL10A,YLR029C
DNA HELICASE RAD5,YLR032W
SNM2,YLR032W
REV2,YLR032W
PUTATIVE DIVALENT METAL ION TRANSPORTER SMF3,YLR034C
MISMATCH REPAIR PROTEIN MLH2,YLR035C
SERIPAUPERIN PAU23,YLR037C
DAN2,YLR037C
CYTOCHROME C OXIDASE SUBUNIT VIB,YLR038C
THIOREDOXIN TRX1,YLR043C
LMA1,"YGR209C,YLR043C,YNL015W"
INDOLEPYRUVATE DECARBOXYLASE 1,YLR044C
RLA1,YLR046C
US2,"YGR214W,YLR048W"
RIBOSOMAL 40S SUBUNIT PROTEIN S0B,YLR048W
S0B,YLR048W
YST2,YLR048W
NAB1B,YLR048W
SAGA COMPLEX SUBUNIT SPT8,YLR055C
C-5 STEROL DESATURASE,YLR056W
PSO6,YLR056W
SYR1,YLR056W
PUTATIVE MANNOSIDASE MNL2,YLR057W
GLYCINE HYDROXYMETHYLTRANSFERASE SHM2,YLR058C
SHMT2,YLR058C
YNT20,YLR059C
PHENYLALANINE--TRNA LIGASE SUBUNIT BETA,YLR060W
EL22,"YFL034C-A,YLR061W"
RIBOSOMAL 60S SUBUNIT PROTEIN L22A,YLR061W
L22E,"YFL034C-A,YLR061W"
RP4,"YFL034C-A,YLR061W"
L1C,"YFL034C-A,YLR061W"
YL31,"YFL034C-A,YLR061W"
L22A,YLR061W
25S RRNA (URACIL2843-N3)-METHYLTRANSFERASE,YLR063W
SND2,YLR065C
SIGNAL PEPTIDASE COMPLEX SUBUNIT SPC3,YLR066W
D-XYLULOSE REDUCTASE XYL2,YLR070C
MED14,YLR071C
LTC1,YLR072W
UL16,YLR075W
RIBOSOMAL 60S SUBUNIT PROTEIN L10,YLR075W
L16,YLR075W
L10,YLR075W
QSR1,YLR075W
GRC5,YLR075W
BCA1,YLR077W
SEC32,YLR078C
BYC1,YLR079W
CYCLIN-DEPENDENT PROTEIN SERINE/THREONINE KINASE INHIBITING PROTEIN SIC1,YLR079W
SDB25,YLR079W
GALACTOSE PERMEASE GAL2,YLR081W
TMN1,YLR083C
P24A,YLR083C
CONDENSIN SUBUNIT SMC4,YLR086W
GPI-ANCHOR TRANSAMIDASE SUBUNIT GAA1,YLR088W
END2,YLR088W
ALANINE TRANSAMINASE ALT1,YLR089C
RRG5,YLR091W
SULFATE PERMEASE,"YBR294W,YLR092W"
MAM2,YLR093C
SERINE/THREONINE PROTEIN KINASE KIN2,YLR096W
SCF UBIQUITIN LIGASE COMPLEX SUBUNIT HRT3,YLR097C
SIL3,YLR098C
SIL2,YLR098C
LYSOPHOSPHATIDIC ACID ACYLTRANSFERASE ICT1,YLR099C
3-KETO-STEROID REDUCTASE,YLR100W
ANAPHASE PROMOTING COMPLEX SUBUNIT 9,YLR102C
DNA REPLICATION INITIATION FACTOR CDC45,YLR103C
